location,area,price,price_currency,status,new/resale,price_negotiable,description,security_deposit,facing,furnished,age of property,Lift(s),Full Power Backup,24 X 7 Security,Children's play area,Club House,Gymnasium,Swimming Pool,Sports Facility,Jogging Track,Landscaped Gardens,locality_score,project_score,builder_experience,Intercom,Indoor Games,ATM,Maintenance Staff,Staff Quarter,Multipurpose Room,Car Parking,Hospital,School,Shopping Mall,Vaastu Compliant,Cafeteria,Rain Water Harvesting,Golf Course
Aerocity Road,1500,5790000,INR,,1,1,"It’s a 3 bhk builder floor situated in Aerocity Road, Chandigarh. It has a built-up area of 1500 sqft and is priced at Rs. 57.90 lac (negotiable). The house is semi-furnished. It is on the 1st floor of the building (total number of floors are 3). The property provides an excellent view as it overlooks the road. The property is available on freehold. The property has 3 bathrooms and 2 balconies. This residential property is ready-to-move-in. The time you'll spend here will become the greatest moment of your life that will also help you to relieve, relax & evoke a great sense of happiness. It is situated in the proximity of all the important facilities. Please contact for more details. ",1,northeast,0,1,1,1,1,0,0,0,0,0,0,0,,,,,,,,,,1.0,,,,,,,
Mohali Sec 118,1800,6500000,INR,,1,1,"A spacious 3 bhk builder floor is available for sale in Mohali Sec 118, Chandigarh. It has an area of 1800 sqft with a carpet area of 1260 sqft . The property is available at a price of Rs. 65.00 lac (negotiable ). It is a ready-to-move-in property. It is made in way to provide a comfortable living for the residents. Contact us for more details. ",1,northeast,0,1,0,0,0,0,0,0,0,0,0,0,,,,,,,,,,,,,,,,,
SEC 115 MOHALI KHARAR LANDRAN ROAD,900,2750000,INR,,1,1,"It has a salable area of 900 sqft and is available at a price of Rs. 3,055 per sqft. The house is semi-furnished. Its main door is facing north direction. It is made in way to provide a comfortable living for the residents. It is well connected to the city areas. Please contact us for more details. ",1,north,0,1,0,0,1,0,0,0,0,0,0,0,,,,,,,1.0,,,1.0,,,,1.0,,1.0,
Zirakpur GAzipur Road,1000,2790000,INR,,1,1,"It’s a 2 bhk builder floor situated in Zirakpur GAzipur Road, Chandigarh. It has a built-up area of 1000 sqft and is priced at Rs. 27.90 lac (negotiable). The property provides an excellent view as it overlooks the garden. The property has 2 bathrooms and 2 balconies. It is a ready-to-move-in property. ",1,northeast,0,0,0,0,0,0,0,0,0,0,0,0,,,,,,,,,,,,,,,,,
Dera Bassi,600,1590000,INR,,1,1,It has an area of 600 sqft with a carpet area of 520 sqft . The property is available at a price of Rs. 15.90 lac (negotiable ). It is a semi-furnished property. It is located on the 1st floor(out of a total of 3 floor(s)). The property provides an excellent view as it overlooks the road. The property is available on freehold. The property has 1 bathroom and 1 balcony. This residential property is ready-to-move-in. It is well connected to the city areas. Please contact us for more details. ,1,northeast,0,0,0,0,0,0,0,0,0,0,0,0,7.1,,123.0,,,,,,,,,,,,,,
Dera Bassi,600,1690000,INR,,1,1,"It’s a 1 bhk builder floor situated in Dera Bassi. It has a salable area of 600 sqft and is available at a price of Rs. 2,816 per sqft. It is a semi-furnished property. It’s on 1st floor out of 3 floors building. It is a road facing property. The property is available on freehold. It has 1 bathroom and 1 balcony. It is made in way to provide a comfortable living. The site is in close proximity to various civic utilities. Please contact for more details. ",1,northeast,0,0,0,0,0,0,0,0,0,0,0,0,,,,,,,,,,,,,,,,,
Airport Road,1418,5290000,INR,,1,1,"A 3 bhk property is available for sale in Airport Road, Chandigarh. It has an area of 1418 sqft with a carpet area of 1210 sqft . The property is available at a price of Rs. 52.90 lac (negotiable ). It is a semi-furnished property. It is located on the 1st floor(out of a total of 3 floor(s)). Its main door is facing northeast direction. The property is available on freehold. It has 3 bathrooms and 2 balconies. The site is in close proximity to various civic utilities. Kindly call us for details. ",1,northeast,0,1,1,1,1,1,1,1,1,0,1,0,,,,,1.0,,,,,1.0,,1.0,,,,,
Airport Road,1410,5590000,INR,,1,1,It’s a 3 bhk builder floor situated in Airport Road. The house is semi-furnished. The property provides an excellent view as it overlooks the garden. The property is available on freehold. It has 3 bathrooms and 2 balconies. It is made in way to provide a comfortable living. The site is in close proximity to various civic utilities. Contact us for more details. ,1,northeast,0,1,1,1,1,0,1,1,1,0,0,0,,,,,,,,,,1.0,,,,,,,
Aerocity Road,1410,5590000,INR,,1,1,"A 3 bhk property is available for sale in Aerocity Road, Chandigarh. It is located on the 1st floor(out of a total of 3 floor(s)). It is facing northeast direction. It has 3 bathrooms and 3 balconies. This residential property is ready-to-move-in. It is made in way to provide a comfortable living for the residents. ",1,northeast,0,1,1,1,1,0,1,0,1,0,1,0,,,,,,,,,,1.0,,,,,,,
SEC 115 MOHALI KHARAR LANDRAN ROAD,1530,3790000,INR,,1,1,"Leela Residencies Private Limited has lauched Leela Orchid Greens in Kharar, Mohali. It offers Under Construction units. Overall, there are 3 buildings. The possession date of Leela Orchid Greens is Jun, 2022. The address of Leela Orchid Greens is Kharar.

Other provisions include access to Storm Water Drains. Own a home in Leela Orchid Greens today!.

This is a RERA registered project with RERA ID PBRERA-SAS80-PR0604 and fulfils all conditions placed by the state regulatory body.

This project has been developed by Leela Residencies Private Limited.

Kharar is well-connected to other parts of city by road, which passes through the heart of this suburb. Prominent shopping malls, movie theatres, school, and hospitals are present in proximity of this residential project.",1,northeast,0,0,1,1,1,0,1,1,1,0,1,0,,,,,,,,,,1.0,,,,,1.0,,
SEC 115 MOHALI KHARAR LANDRAN ROAD,1230,3240000,INR,,1,1,"Leela Residencies Private Limited has lauched Leela Orchid Greens in Kharar, Mohali. It offers Under Construction units. Overall, there are 3 buildings. The possession date of Leela Orchid Greens is Jun, 2022. The address of Leela Orchid Greens is Kharar.

Other provisions include access to Storm Water Drains. Own a home in Leela Orchid Greens today!.

This is a RERA registered project with RERA ID PBRERA-SAS80-PR0604 and fulfils all conditions placed by the state regulatory body.

This project has been developed by Leela Residencies Private Limited.

Kharar is well-connected to other parts of city by road, which passes through the heart of this suburb. Prominent shopping malls, movie theatres, school, and hospitals are present in proximity of this residential project.",1,,0,0,1,1,1,0,1,1,1,0,1,0,,,,,1.0,,,,,1.0,,,1.0,,1.0,,
Aerocity Road,4150,5290000,INR,,1,1,"It has a built-up area of 4150 sqft and is priced at Rs. 52.90 lac (negotiable). It is a semi-furnished property. It’s on 1st floor out of 3 floors building. It is facing northeast direction. The property is available on freehold. If you are interested, please contact us for more details. ",1,northeast,0,1,1,1,1,0,0,0,1,0,0,0,,,,,,,,,,1.0,,,,,,,
Zirakpur GAzipur Road,1050,2750000,INR,,1,1,"It has a salable area of 1050 sqft and is available at a price of Rs. 2,619 per sqft. The property has 2 bathrooms and 2 balconies. This residential property is ready-to-move-in. It is made in way to provide a comfortable living. The society is well connected by different modes of transportation. Kindly call us for details. ",1,northeast,0,1,0,1,1,0,0,0,0,0,0,0,,,,,,,,,,1.0,,,,,,,
Zirakpur punjab,1100,3700000,INR,,1,1,"A spacious 3 bhk builder floor is available for sale in Zirakpur punjab, Chandigarh. It has a salable area of 1100 sqft and is available at a price of Rs. 3,363 per sqft. It is a semi-furnished property. It’s on 1st floor out of 3 floors building. It is facing northeast direction. The property is available on freehold. This residential property is ready-to-move-in. The time you'll spend here will become the greatest moment of your life that will also help you to relieve, relax & evoke a great sense of happiness. It is situated in the proximity of all the important facilities. Please contact for more details. ",1,northeast,0,1,0,1,1,0,0,0,0,0,0,0,,,,,,,,,,1.0,,,,,,,
Aerocity Road,1410,5290000,INR,,1,1,"our search for an affordable, comfortable living space is finally at an end with Manglam Infra bringing you the Manglam Riverdale Aerovista a high-quality residential project you always aspired for.
The Manglam Riverdale Aerovista is the perfect marriage between the most modern infrastructure and the quaint simplicity of Bir Chhat. The Bir Chhat area in Zirakpur being in close proximity to major roadways and of course the city of Mohali in the vicinity, all your needs would be met without hassles.
As a resident of this project, you can expect all the major amenities including expansive landscaping with well-planned internal roads and footpaths with a 24/7 water and power supply. No doubt, if you are looking to buy a home, do not miss to check out this project. Book your site visit today.",1,northeast,0,1,1,1,1,0,1,1,1,0,0,0,,,,,,,,,,1.0,,,,,,,
SEC 115 MOHALI KHARAR LANDRAN ROAD,1000,2690000,INR,,1,1,"It has a salable area of 1000 sqft and is available at a price of Rs. 2,690 per sqft. It has 2 wardrobe, 1 refrigerator, 1 sofa and 1 washing machine. It also has 1 wifi, 1 microwave, 1 dining table, 1 gas connection and 1 modular kitchen. The property is available on freehold. It is a ready-to-move-in property. Kindly call us for details. ",1,east,0,0,0,0,0,0,0,0,0,0,0,0,,,,,,,,,,,,,,,,,
Ambala Highway,1800,6690000,INR,,1,1,"It’s a 3 bhk builder floor situated in Ambala Highway, Chandigarh. The house is semi-furnished. It’s on 1st floor out of 3 floors building. The property has 3 bathrooms and 2 balconies. It is a ready-to-move-in property. It is made in way to provide a comfortable living for the residents. Contact us for more details. ",1,northeast,0,0,0,0,0,0,0,0,0,0,0,0,,,,,,,,,,,,,,,,,
Zirakpur GAzipur Road,1110,3700000,INR,,1,1,It’s a 3 bhk builder floor situated in Zirakpur GAzipur Road. It is on the 1st floor of the building (total number of floors are 3). It is a road facing property. The property is available on freehold. The property has 2 bathrooms and 2 balconies. ,1,northeast,0,0,0,0,0,0,0,0,0,0,0,0,,,,,,,,,,,,,,,,,
Zirakpur GAzipur Road,1110,3700000,INR,,1,1,"A spacious 3 bhk builder floor is available for sale in Zirakpur GAzipur Road, Chandigarh. It has an area of 1110 sqft with a carpet area of 1050 sqft . The property is available at a price of Rs. 37.00 lac (negotiable ). The house is semi-furnished. It is on 1st floor. The building has a total of 3 floor(s). It is northeast facing property. The property is available on freehold. It has 2 bathrooms and 2 balconies. It is a ready-to-move-in property. The time you'll spend here will become the greatest moment of your life that will also help you to relieve, relax & evoke a great sense of happiness. Please contact us for more details. ",1,northeast,0,0,0,0,0,0,0,0,0,0,0,0,,,,,,,,,,,,,,,,,
Zirakpur GAzipur Road,1110,3700000,INR,,1,1,"A spacious 3 bhk builder floor is available for sale in Zirakpur GAzipur Road, Chandigarh. It has an area of 1110 sqft with a carpet area of 1050 sqft . The property is available at a price of Rs. 37.00 lac (negotiable ). The house is semi-furnished. It is on 1st floor. The building has a total of 3 floor(s). It is facing northeast direction. The property is available on freehold. It has 3 bathrooms and 2 balconies. This residential property is ready-to-move-in. It is made in way to provide a comfortable living for the residents. The society is well connected by different modes of transportation. Please contact for more details. ",1,northeast,0,0,0,0,0,0,0,0,0,0,0,0,,,,,,,,,,,,,,,,,
Zirakpur GAzipur Road,1100,2790000,INR,,1,1,"It has a salable area of 1100 sqft and is available at a price of Rs. 2,536 per sqft. It is a semi-furnished property. The property is available on freehold. It has 2 bathrooms and 2 balconies. This residential property is ready-to-move-in. Please contact us for more details. ",1,northeast,0,0,0,0,0,0,0,0,0,0,0,0,,,,,,,,,,,,,,,,,
Zirakpur GAzipur Road,1320,4000000,INR,,1,1,"A 3 bhk property is available for sale in Zirakpur GAzipur Road, Chandigarh. It has an area of 1320 sqft with a carpet area of 1250 sqft . The property is available at a price of Rs. 40.00 lac (negotiable ). It is a semi-furnished property. It is on 1st floor. The building has a total of 3 floor(s). It is a road facing property. The property is available on freehold. The property has 3 bathrooms and 2 balconies. This residential property is ready-to-move-in. It is made in way to provide a comfortable living. It is well connected to the city areas. If you are interested, please contact us for more details. ",1,northeast,0,0,0,0,0,0,0,0,0,0,0,0,,,,,,,,,,,,,,,,,
Ambala Highway,1800,6690000,INR,,1,1,"It’s a 3 bhk builder floor situated in Ambala Highway, Chandigarh. It has a salable area of 1800 sqft and is available at a price of Rs. 3,716 per sqft. The house is semi-furnished. It is on 1st floor. The building has a total of 4 floor(s). Its main door is facing northeast direction. The property is available on freehold. The property has 3 bathrooms and 2 balconies. It is a ready-to-move-in property. It is made in way to provide a comfortable living for the residents. It is well connected to the city areas. If you are interested, please contact us for more details. ",1,northeast,0,0,0,0,0,0,0,0,0,0,0,0,,,,,,,,,,,,,,,,,
Mohali Sector 127,900,2690000,INR,,1,1,"It’s a 2 bhk builder floor situated in Mohali Sector 127, Chandigarh. It has a built-up area of 900 sqft and is priced at Rs. 26.90 lac . The house is semi-furnished. It’s on 3rd floor out of 3 floors building. The property provides an excellent view as it overlooks the road. The property is available on freehold. The property has 2 bathrooms and 2 balconies. It is a ready-to-move-in property. It is made in way to provide a comfortable living. It is well connected to the city areas. Contact us for more details.",1,south,0,2,0,0,1,0,0,0,0,0,0,0,,,,,,1.0,,,,1.0,1.0,1.0,1.0,1.0,,1.0,
